Code,MI,NMI,NCIE,QG,QM,SSIM,Qs_Piella,Qw_Piella,Qe_Piella,Yang,PSNR,EN,AG,SD,ALI,CC,VIF
01,2.801114151671941,0.39921853201672225,0.805855512562418,0.4020813152742635,0.9319460099553266,0.303223608141165,0.5389470171596037,0.6271043694614917,0.2069993326652929,0.7756377792915639,5.224591172154083,7.07183414663956,0.010612481073737226,0.1779679194695931,0.624430320811774,0.3125927845422521,0.7383802537972077
02,3.0004714507725225,0.40530361441531315,0.8093688402223631,0.4817918049836144,0.937984283339166,0.4695140213229479,0.6416345441272889,0.7363073616322424,0.08687402887119358,0.8248049672182916,5.719465728895248,7.49715310665273,0.017248326632824412,0.19718088284176905,0.6802636328692357,0.4685449270684456,0.8059051704667114
03,3.042998550039469,0.42816473238865116,0.8067282281146338,0.4157315104441265,0.9172116010496498,0.4127298013120448,0.6439473026822597,0.6809056905350293,0.13277803755077855,0.791509888910818,4.58677375186685,7.232188258638038,0.012744137271815415,0.17066621729269335,0.6715577856214823,0.41916654067356746,0.8564560344448788
04,2.315574023793417,0.34775158236729176,0.8045047253174139,0.3755143959397578,0.9148152826684559,0.4019770186984052,0.627401466381057,0.6592791642984076,0.11758259186057793,0.7296767243884246,5.750207137582594,6.686392520912635,0.014298913332234472,0.11449762013609283,0.5553358733177878,0.43903025619394276,0.94170562737449
05,2.8556871295815256,0.3900843864318081,0.8065301134718079,0.5343078039492833,0.9582865759923929,0.4316033731394556,0.6766363583382334,0.7990715955247589,0.20525938720261602,0.7956409864737644,7.431208363316013,7.612710351095625,0.0224411749250095,0.24782163405028365,0.34689075630252103,0.44276357419841117,0.8826681545957148
06,1.7146016844353387,0.25231892890755064,0.8033027869592043,0.3276461729039325,0.9696257120596455,0.41069633121460813,0.5163533749680683,0.5726409564913192,0.05405324525407599,0.7888964486771473,8.87315370647157,6.8156632598533005,0.016119969382892587,0.1236882971703367,0.372065537757437,0.4296132298686459,0.6601207468626801
07,3.171924766541645,0.4200236884618403,0.8094997633871288,0.27441970060342546,0.8976911843879456,0.5007342817259093,0.5550444803455313,0.4276482838319582,0.12120738000730097,0.748203660664843,7.205316873390611,7.7068355640801816,0.014385025957071973,0.21386069684983672,0.5940597384583717,0.5632709571172568,0.797357645070515
08,2.9741218611873865,0.4415472606064396,0.8072350994757278,0.6980450090863883,0.9455192731953177,0.7387104072455164,0.7655683337627837,0.8553037010518518,0.4149124588647622,0.8346452917988217,14.135674642020515,7.063719904861108,0.01735663387415228,0.16367031348755587,0.209375,0.8272125261277894,1.0294970539424841
09,2.609310110981248,0.3662437979615021,0.8073168178859086,0.3560343219345605,0.9437251428718096,0.4911157809119442,0.54193993748005,0.730162379407829,0.13787944088689116,0.7187971329201662,7.832917823049815,7.273618614339939,0.013289421508435262,0.16838276949529649,0.5946727409555473,0.5290440393142254,0.7602462003273296
10,2.4535145120214814,0.35051393631464695,0.806121598327832,0.4578415032867994,0.9305741955665573,0.4192879563029483,0.5346576065273819,0.7618428687775654,0.11601037653160931,0.7078625982723951,7.5460834148220854,7.078307151923298,0.01757925483494101,0.16679607098354945,0.6218601026348038,0.477143087275891,0.7732121477154419
11,2.658650391911811,0.37771698295484735,0.8056966182250328,0.3999732460084683,0.9582704997642532,0.4276144571944771,0.4320890887571824,0.517605983278547,0.13669213102219369,0.6516226413127387,7.624213251170043,7.321809028382045,0.014132452886506794,0.28366477054001893,0.42933818527410966,0.5188679260974143,0.71741571730914
12,3.0166070135501837,0.45085080720483006,0.8063480622170334,0.4162345393088734,0.9626310170380701,0.47878295922065933,0.45514168879873246,0.6060383343280782,0.14412025096586498,0.7654961071909374,7.242704864088042,7.247250297066746,0.007583439370316353,0.22425478599648738,0.41930598925366414,0.50589091639663,0.8978783477981505
13,1.6286169329626947,0.24694602092431855,0.8036218827504283,0.4344411043626017,0.9765636606094161,0.2841829712152671,0.6098772119273712,0.6711144708333151,0.2953458533819595,0.8565506460926517,7.728939247758872,6.805280479377947,0.014523078940101597,0.10975506827151585,0.4143480157807648,0.2897408506371279,0.860343787193836
14,3.531161407595503,0.4923408764218985,0.8081683549221622,0.5249134147663372,0.9695591694529515,0.7747438153307893,0.7101050932718115,0.8015104750168923,0.13059150229552366,0.837186867557537,10.027433503775057,7.342000429721233,0.013564672142377,0.1700124224897916,0.3415084635416668,0.8047840476211042,1.0918385475464587
15,3.106291704069484,0.4319836198648496,0.8065560260360843,0.45170052651364906,0.9537497003924964,0.5350775823066822,0.5473786609813288,0.7153400017849229,0.3327518264114709,0.7191888395566901,8.631551603045875,7.45304058709049,0.01163389258609549,0.2432681628669515,0.31967736082764875,0.5638511049950079,0.9918792406438681
16,2.5495094246768275,0.3776011076417377,0.8055118256005558,0.4270631572226457,0.9376437822816678,0.32503873973435937,0.5632621278119642,0.740690170192787,0.23322833212746175,0.7804385595274499,7.054883252843084,6.763258436742099,0.012868838175360177,0.12416518803002513,0.5316315281180821,0.3861915769629699,0.7416494927888855
17,3.186610261476927,0.4391232905369439,0.806894161799574,0.44398948312910064,0.9667071430227274,0.5105968505983097,0.525266145287335,0.6636679294871881,0.2620387500480726,0.695088116969396,8.517177033275603,7.499216146596446,0.011503936876862682,0.25904099258795554,0.33216542272823113,0.528660136073728,0.9209712014898
18,2.4135655831950498,0.35762815605036025,0.8048841662310044,0.4587606398687706,0.9618159543441331,0.42505265058187014,0.5365857960299177,0.739806945403075,0.2672668065376293,0.7396081346433636,7.854449600828124,6.8372779177687315,0.012468055525981092,0.1736182449408297,0.4355045189401925,0.46188224897253366,0.7557780090911443
19,3.4887299233195534,0.4936897482824475,0.8092350739042764,0.5273541166258607,0.9630908244044232,0.213995345842638,0.5862833151338444,0.6502545681722497,0.299036236872491,0.8215941958864782,6.148523970110395,7.2065806173840254,0.009350727378724394,0.17557943747740132,0.7236943284840819,0.25816338422016566,0.9055766584498035
20,3.1100812001287093,0.436424897564466,0.8082312369127904,0.452040724550032,0.95538106571935,0.34448834077078544,0.5528396021548563,0.6160863964776369,0.1537597619991772,0.7703371398783762,5.986278764382199,7.1217067020564,0.009712506596966474,0.17201637482865784,0.7245116171199661,0.4025710708092229,0.8249950542845893
21,1.92729739318899,0.26512274119561186,0.8042093757356071,0.433565440077157,0.9427909268695549,0.5588617979226854,0.6269454542212509,0.6489329599923329,0.07868667748790027,0.7941086188033346,5.14511290068248,7.257906144434983,0.015914328967294954,0.15296212482759639,0.5907423896207787,0.5725184192337909,0.6726080847930709
22,3.1246072887220944,0.43034231691478325,0.8071166305309692,0.533990342177772,0.9771664429582947,0.2788156258601039,0.599177675301417,0.7452796044526194,0.2719875892954313,0.8038632041894958,6.7826628618449325,7.3220456440798465,0.010194222185113174,0.17294233141089696,0.6744478037810108,0.33756413458911516,1.024015272737969
23,2.617572160829921,0.3568061813990941,0.8057597449210092,0.48412776478799363,0.9732134143739545,0.267763845579095,0.5088838823663794,0.6503108879951633,0.27901167052254056,0.7278667562059324,7.636961030051647,7.3029870405430195,0.0097838329245553,0.1569792197197307,0.573022953123902,0.30843924381382065,0.8746514288275495
24,3.1409326143108043,0.4255579017724329,0.8074277840964046,0.45719623676208027,0.9736619498023005,0.37442639104368414,0.5324451433433686,0.643720364841767,0.17082404317235,0.7611877660721559,6.63872977983144,7.561639806411234,0.010462740267639686,0.19535159148731973,0.6033063321385902,0.38849137475737106,1.081966500586137
25,2.781443688461607,0.3720273034373316,0.8067458173847808,0.5887100642203025,0.9742789422793777,0.3487771773720877,0.6028063794676444,0.8205940600520961,0.30480855071428214,0.7781624260948085,6.975022275377403,7.556905381961779,0.011857502315982803,0.19991324371108,0.56005761473048,0.3641043288981213,0.9659120589631982
26,3.2198103642521545,0.44832826877347143,0.8079197542283953,0.5123868051782161,0.9687706802763459,0.2045819029040692,0.6106844087516146,0.6787872956247449,0.21755408890662792,0.800614504200923,5.886701294162187,7.2260916249047185,0.010045429738259812,0.16859968051344862,0.7240741162414788,0.25592639277481427,0.8766223178319013
27,2.975469986750344,0.4105785226269788,0.8066320484792792,0.4672151948223493,0.9777347673094586,0.2943632001993134,0.5830693840635908,0.6518286910867724,0.20011361066000993,0.808139190020739,6.822946001845166,7.269778280953261,0.010570046349863867,0.16307402470012985,0.653761346545787,0.32925048636724624,0.9922478791956597
28,3.8788996870167516,0.5513398406657691,0.8103523009529915,0.4927615694968023,0.9769909927271421,0.20448955865701876,0.5780729208441449,0.6173675860953088,0.22536086683052622,0.7791678824432358,7.72853907515314,7.17968181859886,0.00904554111195981,0.15516571493894976,0.4316602431653665,0.22585526173223408,1.1544130345639556
29,2.8932113905638595,0.4146750217330476,0.8069438204678266,0.38429371877516955,0.9740716367930059,0.13105593771568608,0.49175779365626276,0.4424761670562225,0.12764304372787283,0.7832691886193842,6.256544669877938,7.097375144597562,0.010727569216706244,0.1348921018664371,0.5678031344437415,0.13725037932658776,1.0717080241251307
30,2.241600783335908,0.32208161452244854,0.8047540732504521,0.22410763369394723,0.9212364432910937,0.26710285511938947,0.42069963889610423,0.35815750865164375,0.015985120526123556,0.7130736175300233,4.8007830954464215,6.756904129213885,0.012623588295772077,0.1058395160976714,0.6702150565087147,0.3196882266734865,0.5934020659898893
31,3.373959773595594,0.4771416534796531,0.8080251251401487,0.4150728390032574,0.9796137654137304,0.23605717817438962,0.4639133222493066,0.5366352261885992,0.23278979424047924,0.638124003634803,6.758359302599885,7.364789596387575,0.012128803474233698,0.21121068437295465,0.3307033523086654,0.24705189159833374,1.142268410432226
32,3.518794317060907,0.49945003905453855,0.8086593170272669,0.5984463195740218,0.9421641817096703,0.6351024092374937,0.6458301625704078,0.8022057134720538,0.38796745255002624,0.7583524726112377,7.61258111852479,7.671960732027117,0.01090118122444413,0.27235412380199536,0.4647526741162416,0.7143660361169255,1.0300207490934663
33,2.931363773940733,0.40002766367389453,0.8065687552257128,0.5919262912917224,0.9786871526838565,0.2725160998249665,0.6018579029062988,0.831571756489365,0.39349852310079986,0.7922727687998289,9.068311817180167,7.3938427663177935,0.007731436937909168,0.16661372575712044,0.5206738823791808,0.3282857479265592,1.020371876905101
34,1.9524640772717365,0.28316350214447417,0.803859491388777,0.3656498409539061,0.978818636494213,0.4115182813640502,0.4817161333077179,0.530094125628202,0.2612521245786853,0.6929552449321975,3.1970736364053263,7.536253975995681,0.015772123341725168,0.17918453808397647,0.5198272411845397,0.6022329365424732,1.2651574603140512
35,2.1634892772954153,0.30409804574305316,0.8042862373498442,0.3717764523955164,0.9554501989955021,0.5411839693779468,0.45462313680407496,0.5663272341753699,0.10827699534506871,0.7078624578132476,8.386413165743523,7.264109123428082,0.014970943621908483,0.16975828563523176,0.3219072863713387,0.5685030107313742,0.6929538390220236
36,1.7738817212043738,0.26952128928614144,0.8034278353876207,0.34655415793665034,0.9750605866378846,0.45474113311847014,0.47860632335504694,0.5819246478960518,0.29269984921818304,0.6681191908568435,5.86062783986611,7.137548753339448,0.013695002197990828,0.1473183733918146,0.3901958363592351,0.6569248045413529,1.0654357863333894
37,2.1636343458502267,0.36957025391961834,0.8048515574969839,0.37438528831500884,0.9666161408440209,0.28772311520690486,0.5456211127767324,0.5530576881112251,0.21022881537454474,0.7104693399095261,8.475234435672753,7.129043992983795,0.012378744418707385,0.14858598460872138,0.47572073025301365,0.43075821765703326,1.5343288070023648
38,2.8018307413422185,0.3962244136183031,0.805833117604595,0.3815418830597453,0.914917240871953,0.4624322420356105,0.5368746160545412,0.5932082375757314,0.1580983967942372,0.7782561959140517,5.136028158758056,7.1254399130602755,0.010596827742880361,0.1759583466791508,0.5923827415804285,0.4670356911269445,0.7530474211814729
39,2.500699514994338,0.34547236189464414,0.8049493026639797,0.40164109998773956,0.9214887476464918,0.3113693974952859,0.5556100470132793,0.6154530313792597,0.12251815541114906,0.7860265734959798,4.4762724395262,7.285024290763657,0.013161470250117775,0.1687977003930146,0.6722849062585102,0.3304980377530041,0.6758550566279744
40,2.8524673648427417,0.4015338205004265,0.8085357712940198,0.4881438135649981,0.9315654569315935,0.505817292732823,0.598326097311404,0.7327413201015992,0.14298782538495947,0.7864991681667072,6.372875347600913,7.315371518715779,0.01353238359183126,0.22910558168448888,0.626543147821918,0.513271197039958,0.7824319890508156
