Code,MI,NMI,NCIE,QG,QM,SSIM,Qs_Piella,Qw_Piella,Qe_Piella,Yang,PSNR,EN,AG,SD,ALI,CC,VIF
01,2.774124871784119,0.3958994019862105,0.8057331422729515,0.5089194956407804,0.9429769797903126,0.30537719477512015,0.5800061106557247,0.6729877675261307,0.367581622272495,0.7719767643270572,5.224602716905277,7.063330075578165,0.013410765374235861,0.17879192391146856,0.6243956234114016,0.31428534312591405,0.7406473153904137
02,3.6710938860926223,0.49562381435852043,0.8137200429240312,0.6631675608046215,0.9591528023119179,0.4723590140385428,0.7086117812335055,0.7856240305936867,0.28700505207069305,0.9238891484207835,5.719527829305888,7.489814563645374,0.022526447917818784,0.19922825245017886,0.6808776722494552,0.47101218240129217,0.8505458123703259
03,3.211220587326441,0.45006887778108107,0.8077683071862711,0.6014462935373565,0.9406722768741027,0.4151003681999344,0.7407647555588157,0.7523663552518011,0.23481687206228363,0.852376031590993,4.586765253011159,7.223805160179833,0.0189037600438956,0.1723829712408144,0.6711171002689271,0.42035007775070027,0.8492843458674182
04,2.2405822251983896,0.33069164414147834,0.8045425788735544,0.6095154298960394,0.9453458741664086,0.4049781088071107,0.7621521034519612,0.751570430392623,0.27398031511102006,0.8311777754484573,5.750240361933889,6.741963966018748,0.021414184918861816,0.11768861672706989,0.5552799975603667,0.4415265050978272,0.9272271292839076
05,3.2238686129250596,0.43619793864938716,0.8082376319760725,0.7319648868676222,0.9796916055162432,0.43337321256622136,0.7496994598575333,0.8606723480645796,0.530977119042549,0.8619091846646172,7.431290353092436,7.659957294942576,0.024946282491642265,0.2503910080012913,0.34659918967587033,0.44271474422033535,0.9138137555024461
06,1.717171453401873,0.2523135310767954,0.8033039440566209,0.38733855661510025,0.9725785288380472,0.4124084182695612,0.5331539195448128,0.5912552297685486,0.13269328768780564,0.7868550787473314,8.873160404658963,6.8262089282684,0.0177202473510351,0.12409239032178948,0.37198764481536334,0.4312687963058867,0.6624675529791908
07,3.0928371142397655,0.40970300526345366,0.8090086839869025,0.4259369240249726,0.9203183905814225,0.5010923967909073,0.6099789712680989,0.5093664849357079,0.21854238194814685,0.7367795095863218,7.20546793520964,7.716098644235627,0.01799732176632893,0.21503770427256863,0.594255724140242,0.5668357381414562,0.784408426940427
08,3.043899571918976,0.4514590676595653,0.8074586386923723,0.7484296018245159,0.9565857946627669,0.7388618877150478,0.7836468609403814,0.8745717758862033,0.48458915664419117,0.8616043582506202,14.1360439821278,7.070746963012155,0.01809570982616878,0.16655399038130092,0.20967598709405635,0.8298573186137737,1.045948360210501
09,2.2945432782911084,0.3217136590952897,0.8059446875409588,0.5217867570402988,0.9630964096384436,0.49595353797177544,0.6053886088970121,0.7758103552148974,0.2523813144295892,0.6968835238108131,7.832977736293522,7.300209187326196,0.017864360258023973,0.1705957980335375,0.5944212766337273,0.536610336773016,0.7478586367654485
10,2.2264788033896803,0.31745254461773803,0.8051064143599657,0.5889671162480816,0.9601907268265264,0.4244136463724496,0.5812928238134489,0.8130451182470916,0.2921482615242562,0.693109069674154,7.5461701274802095,7.122909836089446,0.021627953364618202,0.1714467944269389,0.621362859987745,0.48166672624505713,0.7653944895372922
11,2.684597306018272,0.38068101318605063,0.8057442162243861,0.4416382140286892,0.9628752477886874,0.4300185582778211,0.4433908779485647,0.5463711587927899,0.2157037755649591,0.6368228621879406,7.624243916288077,7.346948744023311,0.015538113903677897,0.28317317331366376,0.4288794517807123,0.5223257347821819,0.7234781471474895
12,3.001394798915589,0.4484789669668934,0.8062777978038647,0.4606083739461304,0.9686246278272895,0.4794416016061563,0.47840338741097194,0.6359628414034594,0.2361498295707695,0.7425675084733055,7.2426961874109645,7.245289646447825,0.008021893522839153,0.224697274665842,0.4190080939118833,0.5059483832692718,0.8992820550527635
13,1.743584590054807,0.2639999998385906,0.8039347232760813,0.5346382276854393,0.9823354711329877,0.2872703409566355,0.6255522833985756,0.6891739927504519,0.48218156604399653,0.9006938352124488,7.728954294645914,6.819189382252768,0.017585873264771363,0.11078219527206179,0.4144069772353197,0.2936250521922976,0.8850391014553622
14,3.56579929546578,0.49727934714541283,0.8082789449188432,0.5928664373393189,0.9752577364414133,0.7743366231734861,0.7321412181186862,0.8202947980885058,0.260495441001974,0.860249460178009,10.02747697961034,7.3395601513397555,0.015292739780394006,0.16980714275903222,0.3420995710784313,0.8046775350344707,1.0966746273649632
15,3.202434182271764,0.44524474763808786,0.8068420559987259,0.5422809519615227,0.9708156007493017,0.5349678385639237,0.5657113783707515,0.7631229528942017,0.41510931657023137,0.7334542737300621,8.631437355608025,7.461226353985345,0.013226977407524217,0.24240910069339158,0.31854886157554896,0.5628953753671266,1.0013191984368799
16,2.7387741203577267,0.40298024915751696,0.8058806423899217,0.5173635285952779,0.9562813035593178,0.28132070116945623,0.5988297769672688,0.7918437878063435,0.34088149171697313,0.7965611251399582,7.055826119642648,6.834802960902328,0.014574539737696582,0.1398067345796621,0.540024424980521,0.3446629457584955,0.7713781044306057
17,3.2700198500739965,0.45016857567092927,0.8071713390408737,0.5245257103431112,0.9719934127104702,0.5110109126506088,0.5576776625114813,0.6828687449620426,0.3588779668728777,0.7204463007811156,8.51715984195107,7.5154833703468285,0.013337209654339818,0.2587449985245903,0.331982008574039,0.528896697213305,0.9313363305331228
18,2.3569527964731307,0.3484082282946196,0.8047150886051849,0.5277623879406851,0.969300126765939,0.4239945428165378,0.5833570724088791,0.7673527613793443,0.3713729064237125,0.7352359344461542,7.854416189710488,6.853163975296772,0.0145852937187834,0.17316993262878633,0.4349300021083701,0.4606994040457056,0.7537084031933634
19,3.504809400107467,0.49555097070697274,0.8090686138275617,0.5604535715049801,0.9681826151849665,0.21452641580839246,0.6066478575705366,0.6660708935462798,0.32333742094193885,0.8226348886059492,6.148610200061426,7.219811320121452,0.010852717525087138,0.17589358297691812,0.7252830557312532,0.258324720868327,0.8923323474914475
20,3.1612980272412727,0.44340238780043073,0.8084499713582574,0.5097090054536488,0.9601410729946267,0.3457702493194148,0.5729470929636701,0.63748489597382,0.22769994397533863,0.7830476463601846,5.986292549079394,7.127294349554798,0.010722559852902491,0.17209643459173332,0.7246962400730903,0.40380312037074007,0.8366287759807272
21,2.051071625855732,0.2812314720557839,0.8047272554814486,0.5770989778879702,0.9549381182009256,0.5575455102776963,0.6964192026850782,0.6995054400436355,0.2230474509841315,0.8329815540624701,5.145113342322675,7.264144032918813,0.02107833152564939,0.15459699647342776,0.5905064668011302,0.5705772069967768,0.6919841989673662
22,3.2894720008394547,0.45284882573791346,0.8075714354988814,0.6165636253723972,0.9822104783589238,0.2794148842795376,0.6388233052497904,0.7694504609623665,0.4433946765796898,0.8556456461621169,6.7826787660299495,7.332442131635756,0.012193992348508305,0.17355043786137747,0.6746270011947432,0.3377836846538726,1.0381491398710343
23,3.304560373833196,0.44759028244747634,0.8074060499599885,0.5319254253006462,0.9773708754332949,0.26455373110578373,0.5232629456589336,0.657577560663005,0.3975043666073902,0.807732353639906,7.639530078419952,7.466226298422885,0.011855734979901477,0.17815715139922703,0.6011563145688382,0.31399296472619126,0.981889552251308
24,3.199279040489099,0.43334329352815126,0.8075246581469704,0.5012133188322598,0.9776229547050246,0.3724402107684924,0.5578574891582689,0.6618371581074256,0.26886095896938284,0.7693820615029036,6.638811950524774,7.569750355141662,0.012344472782187253,0.19612038724986264,0.6042657389837656,0.38711991357222575,1.1017761574057134
25,3.080113957015417,0.41010405973249725,0.8074206065692545,0.6670156766252835,0.9819279713660684,0.34498179798099393,0.6354296948036899,0.8475609117532713,0.6161026897182785,0.8314469829038198,6.976377549780564,7.646569317073249,0.013340381145821123,0.21446193168469893,0.572100990934008,0.37101404580566505,1.0347481731660344
26,3.451949891889429,0.48098497711274996,0.8086064998012986,0.5941176898620457,0.9730207586694773,0.205113033391512,0.646566528495616,0.7039386767036151,0.3284485636208355,0.8532422401928329,5.886874324247859,7.222682884744016,0.011704578822704726,0.16841655902993846,0.7262746222503338,0.2586239895566861,0.9113536514581508
27,3.137510995397264,0.4328868330403437,0.8070668810288775,0.5418705593362528,0.9818878264716704,0.2948392485762872,0.6168976129400336,0.6728443357626224,0.33676201693683677,0.8549029672907786,6.822998139851176,7.274942112094854,0.012541480118250386,0.16332911123880417,0.6544837585213296,0.32967249870520304,1.0090503964489663
28,4.033805019506461,0.572777039438861,0.8110805964218845,0.5867461666825472,0.9811779533897755,0.20650994525238955,0.6334305492161421,0.6410977170015295,0.32607809655103426,0.8189425922424413,7.728610335321857,7.189150480048477,0.010896638905784147,0.1558798989476237,0.43265636376414357,0.2275683858722315,1.1764790277983006
29,2.884198686129464,0.4133240429766122,0.8069314313287956,0.4067092792248496,0.9752878360027829,0.13202847378680532,0.5022006781720257,0.4556633198254825,0.1494128221088965,0.7653363602616381,6.256555874386503,7.09927705197193,0.01156338734640878,0.13510598772045915,0.5679050108932464,0.1382743611677299,1.07359383890192
30,2.0601976571698692,0.295522557052649,0.8041459826876307,0.33799878428294144,0.9313540583475546,0.2684529275296025,0.49393868398391944,0.3958039910013516,0.03413368486645057,0.7120688473234217,4.800812865710195,6.76875906035897,0.018735399895747833,0.10656080374208428,0.6706191030376268,0.31967276895223784,0.5861826722828968
31,3.374088555157064,0.47687854304097,0.8080614429366777,0.4734970279058158,0.9819825751545277,0.23698892940750532,0.48842919635575666,0.5534112564296801,0.2616897351538089,0.646384040921195,6.758379615096567,7.372507640113583,0.013481073511466383,0.21082234786352383,0.3309630754093752,0.2480993002458881,1.1417030981126182
32,3.481581611233837,0.49280278186899945,0.8083725155493205,0.6457587560584758,0.9508165141623457,0.6364268559695365,0.7023257865273923,0.8164667843720632,0.4665129316734386,0.7928055237515705,7.612447988696815,7.69002570507905,0.014129682007139429,0.270405782265303,0.4635632159673907,0.7153122955221743,1.0066772691280432
33,3.556514811053077,0.4842765857474453,0.8081711494334988,0.6606655612195618,0.9808325110385305,0.2642382952164741,0.6326655108844885,0.8397615496958678,0.4697476356323854,0.8681241643507979,9.070700871822696,7.501851599987958,0.009025620216077212,0.18159790736042777,0.5415713359135005,0.3375632614976531,1.1331530239395389
34,1.961798718203088,0.28455015799529104,0.8038561400718605,0.38880055428963306,0.9795643462481088,0.4122405220861285,0.4914234069054923,0.538869489751912,0.33710197030991557,0.6873168653670009,3.197071659086443,7.53809322263535,0.016945734298447045,0.1792974863390262,0.5197548212700718,0.6038070200910953,1.2687741942378403
35,2.180236490634618,0.30637015209487506,0.8043173228284467,0.42356788513121807,0.9613288550306269,0.543239749674999,0.46957276407675824,0.5901907396254938,0.15569467820623267,0.7136030039238889,8.3864395234514,7.2723930577643205,0.01680942433443605,0.16993069568815675,0.3220348583877995,0.5707570755779061,0.696756219046545
36,1.7854192770229673,0.2712894504668903,0.803427622706607,0.39093057062092396,0.9799894551609605,0.45676238106206385,0.5069057124275977,0.6113921365901885,0.3626273634933283,0.6860022294682195,5.860635107931641,7.143306660961441,0.01590931934473973,0.14722300607597125,0.3902327120148471,0.6595642619476071,1.0629420058524939
37,2.3630000787581906,0.402437980701718,0.8054946625383467,0.3976845008308304,0.961825411898765,0.2874059036486715,0.5578659180295779,0.5297014533363269,0.19461751857626786,0.7341434744189862,8.475477412577241,7.1670366888216055,0.014345960323025932,0.15238880214498435,0.47752148619194157,0.4363329168004514,1.6016838668089153
38,2.8020219717113655,0.39470185756098064,0.8060376898120702,0.5231286549654762,0.9375026415119732,0.4648342130899249,0.6009886481416794,0.6516279043248204,0.23291649200773895,0.7866128379566034,5.136048927568265,7.135121516404999,0.014763571705644104,0.17738050274746262,0.5923788587338871,0.4695569789199415,0.7632895631659949
39,2.5195895592274145,0.34780219818378943,0.8050800185798905,0.5158911292963252,0.9348518372658479,0.3153882692614679,0.5982974008545886,0.6638011567795823,0.2623044291316653,0.7854238314234189,4.4763062048268125,7.297935436215658,0.0163369759903688,0.1707426281748936,0.6724966898289986,0.33335737243194563,0.6886243186494121
40,3.1122783434628065,0.43819916993202485,0.8101572277625653,0.6313182929438752,0.95360526064863,0.5125930160069553,0.637861845208377,0.7826332954788949,0.321112805256435,0.8492213225504075,6.373091608097394,7.308894907873889,0.01695589164544605,0.23245866038782903,0.6282601461085012,0.5222691399175179,0.8163674777653901
41,3.0821366298729806,0.4388284711620234,0.8069914017784026,0.6050025036544189,0.9597168672676801,0.39386959606936983,0.5940014059656047,0.7420417663628025,0.4156606248345995,0.7571407119586648,7.46789765427282,7.352842263396255,0.019328662493254416,0.2792191932539324,0.4742305652673605,0.41516362321702427,0.6913400198940862
42,2.495817827204,0.37691830767089285,0.8064789266577364,0.6124931616791739,0.9396444425556236,0.5163230304356317,0.7211836903648582,0.7768976283676324,0.37666870480948067,0.8473673416927342,13.219705339040768,6.738522759649621,0.01056661205756547,0.13164218585366563,0.30662814303957603,0.6072054720912474,0.852137290346901
Average,2.8555268546003485,0.40411873834723716,0.806812261497473,0.5387932650785979,0.9634494322202455,0.4012563355887365,0.6039452852141987,0.6902355108670971,0.31635536327390534,0.7858119341190973,7.186569654121226,7.2459592870686205,0.015311854225695658,0.18252567817322188,0.5181919771897319,0.4475065541868202,0.9144625731293706
